	Set.01	Set.02	Set.03	Set.04	Set.05	Set.06	Set.07	Set.08	Set.09.Distal	Set.09.Proximal	Set.10
KRT31	0	0	0	1	0	0	0	0	0	0	0
KRT34	0	0	0	0	0	0	1	0	0	0	0
KRT73	0	0	0	1	0	0	0	0	0	0	0
KRT78	0	0	0	0	0	0	0	0	0	0	1
KRT8	0	0	0	0	0	0	0	1	0	0	0
KRT81	0	1	0	0	0	0	0	0	0	0	0
KRTAP10-10	0	0	0	0	0	0	0	1	0	0	0
KRTAP10-12	0	0	0	0	0	0	0	0	0	0	1
KRTAP17-1	0	0	0	0	0	0	0	0	0	0	1
KRTAP24-1	0	0	0	0	0	0	0	0	0	0	0
KRTAP4-11	0	0	0	0	0	0	0	0	0	0	1
KRTAP4-4	0	0	0	0	0	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0	0	0	0	0	0
KY	0	0	0	1	0	0	0	0	0	0	0
L3MBTL3	0	0	0	1	0	0	0	0	0	0	1
LAMA1	0	0	0	1	0	0	0	0	0	0	0
LAMA3	0	0	0	1	0	0	0	0	0	0	0
LAMA4	0	0	0	0	0	0	0	0	0	0	0
LAMA5	0	0	0	1	0	0	0	0	0	0	0
LAMB1	0	0	0	1	0	0	0	0	0	0	0
LAMC1	0	0	0	0	0	0	0	0	0	0	1
LAMC2	0	0	0	0	0	0	0	0	0	0	0
LAMP3	0	0	0	0	0	0	0	0	0	0	1
LARP1B	0	0	0	1	0	0	0	0	0	0	0
LARP4	0	0	0	0	0	0	0	0	0	0	0
LARS	0	0	0	0	1	0	0	0	0	0	0
LBP	0	0	0	0	0	0	0	0	0	0	0
LCE1D	0	0	0	0	0	0	1	0	0	0	0
LCE3D	0	0	0	0	1	0	0	0	0	0	0
LCN8	0	0	0	0	0	0	0	0	0	0	0
LCP2	0	0	0	0	1	0	0	0	0	0	0
LCT	0	0	0	1	0	0	0	0	0	0	0
LDB3	0	0	0	1	0	0	0	0	0	0	0
LEFTY1	0	0	0	1	0	0	0	0	0	0	0
LENG8	0	0	0	0	0	0	0	0	0	0	0
LEPR	0	0	1	0	0	0	0	0	0	0	0
LETM1	0	0	0	1	0	0	0	0	0	0	0
LETM2	0	0	0	1	0	0	0	0	0	0	0
LGALS2	0	0	0	0	0	0	0	0	0	0	0
LGI1	0	0	0	0	0	0	0	0	1	0	0
LGI4	0	0	0	1	0	0	0	0	0	0	0
LIFR	0	0	0	0	0	0	0	0	0	0	0
LIMS1	0	0	0	0	0	0	0	0	0	0	0
LIPA	0	0	0	0	0	0	1	0	0	0	0
LIPT1	0	0	0	0	0	0	0	0	0	0	0
LLGL2	0	0	0	1	0	0	0	0	0	0	0
LLPH	0	0	0	0	0	0	0	0	0	0	0
LMBRD1	0	0	0	0	0	0	0	0	0	0	0
LMNTD2	0	0	0	0	0	0	0	0	0	0	0
LMO7	0	0	0	1	0	0	0	0	0	0	0
LOC100129083	0	0	0	0	0	0	0	0	0	0	0
LOC100129697	0	0	0	0	0	0	0	0	0	0	1
LOC100144595	0	1	0	0	0	0	0	0	0	0	0
LOC100289561	0	0	0	0	0	0	0	0	0	0	0
LOC100996634	0	1	0	0	0	0	0	0	0	0	0
LOC158434	0	1	0	0	0	0	0	0	0	0	0
LOC93432	0	0	1	1	0	0	0	0	0	0	0
LPHN1	0	0	0	0	0	0	0	0	0	0	0
LPHN2	0	0	0	0	0	0	0	0	0	0	1
LPHN3	0	0	0	1	0	0	0	0	0	0	0
LPL	0	0	0	1	0	0	0	0	0	0	0
LPPR4	0	0	0	0	0	0	0	0	0	0	0
LRBA	0	0	0	0	0	0	0	0	0	0	0
LRFN5	0	0	1	0	0	0	0	0	0	0	0
LRIF1	0	0	0	0	0	0	0	0	0	0	0
LRRC24	0	0	0	1	0	0	0	0	0	0	0
LRRC36	0	0	0	1	0	0	0	0	0	0	0
LRRC37A3	0	0	0	0	0	0	0	0	0	0	0
LRRC38	0	0	0	0	0	0	0	0	0	0	0
LRRC4	0	0	0	0	0	0	0	0	0	0	0
LRRC45	0	0	0	1	0	0	0	0	0	0	0
LRRC49	0	0	0	0	0	0	0	0	0	0	0
LRRC63	0	0	0	0	0	0	0	0	0	0	0
LRRFIP1	0	0	0	0	0	0	0	0	0	0	0
LRRIQ1	0	0	1	0	0	0	0	0	0	0	0
LRRN4	0	0	0	1	0	0	0	0	0	0	0
LTBP2	0	0	0	0	0	0	0	0	0	0	0
LTF	0	0	0	0	0	0	0	0	0	0	0
LTN1	0	0	0	0	0	0	0	0	0	0	0
LURAP1L	0	0	0	0	0	0	0	0	0	0	1
LUZP1	0	0	0	0	0	0	0	0	0	0	0
LYAR	0	0	0	0	0	0	0	0	0	0	0
LYN	0	0	0	0	0	1	0	0	0	0	0
LYNX1	0	0	0	1	0	0	0	0	0	0	0
LYPD1	0	0	1	0	0	0	0	0	0	0	0
LYZL2	0	0	0	0	0	0	0	0	0	0	0
LZTR1	0	0	0	0	0	0	0	0	0	0	0
MAATS1	0	0	0	1	0	0	0	0	0	0	0
MACF1	0	0	0	0	0	0	0	0	0	0	0
MAGEL2	0	0	0	0	1	0	0	0	0	0	0
MAGI1	0	0	0	0	0	0	0	0	0	0	0
MALRD1	0	0	0	1	0	0	0	0	0	0	0
MAML3	0	0	0	0	0	0	0	0	0	0	0
MANEA	0	0	0	0	0	0	0	0	0	0	0
MAP1B	0	0	0	0	0	0	0	0	0	0	0
MAP2	0	0	0	1	0	0	0	0	0	0	0
MAP3K1	0	0	0	1	0	0	0	0	0	0	0
MAP3K10	0	0	0	1	0	0	0	0	0	0	0
MAP7	0	0	0	1	0	0	0	0	0	0	0
MAPK4	0	0	0	0	0	0	0	0	0	0	0
MAPK6	0	0	0	0	0	0	0	0	0	0	0
MAPK8IP3	0	0	0	0	0	0	0	0	0	0	0
MAPKAPK2	0	0	0	0	0	0	0	1	0	0	0
MARCH1	0	0	0	0	0	0	0	0	0	0	1
MARCH4	0	0	0	0	0	0	0	0	0	0	0
MARCH8	0	0	0	0	0	0	0	0	0	0	0
MARK1	0	0	0	0	1	0	0	0	0	0	0
MARK2	0	0	0	0	0	0	0	0	0	0	0
MAST2	0	0	1	0	0	0	0	0	0	0	0
MAST4	0	0	0	1	0	0	0	0	0	0	0
MATN1	0	0	0	0	1	0	0	0	0	0	0
MAVS	0	0	0	1	0	0	0	0	0	0	0
MB21D1	0	1	0	0	0	0	0	0	0	0	0
MBD3	0	0	0	0	0	0	0	0	1	0	0
MBD5	0	0	0	1	0	0	0	0	0	0	0
MC5R	0	0	0	0	0	0	0	0	0	0	0
MCM2	0	0	0	1	0	0	0	0	0	0	0
MCM3AP	0	0	0	0	0	0	0	0	0	0	0
MCPH1	0	0	0	0	0	0	0	0	0	0	0
MDGA2	0	0	0	0	0	0	0	0	0	0	0
MDN1	0	0	0	1	0	0	0	0	0	0	0
ME3	0	0	1	0	0	0	0	0	0	0	0
MED12L	0	0	0	0	0	0	0	0	0	0	0
MEF2D	0	0	0	0	0	0	0	1	0	0	0
MELK	0	0	0	0	0	0	0	0	0	0	0
MEPE	0	0	1	0	0	0	0	0	0	0	0
METTL13	0	0	0	0	0	0	0	0	1	0	0
METTL22	0	0	0	1	0	0	0	0	0	0	0
MFAP1	0	0	0	0	0	0	0	0	0	0	0
MFN2	0	0	0	1	0	0	0	0	0	0	0
MFSD10	0	0	0	1	0	0	0	0	0	0	0
MGA	0	0	0	1	0	0	0	0	0	0	0
MGAM	0	1	1	0	0	0	0	0	0	0	0
MGAT4B	0	0	0	0	0	0	0	0	0	0	0
MICALL2	0	0	0	1	0	0	0	0	0	0	0
MINA	0	0	0	0	0	0	0	0	0	0	0
MINPP1	0	0	0	0	0	0	0	0	0	0	0
MISP	0	0	0	1	0	0	0	0	0	0	0
MKS1	0	0	0	1	0	0	0	0	0	0	0
MLXIPL	0	0	0	0	0	0	0	0	0	0	0
MMP2	0	0	0	1	0	0	0	0	0	0	0
MMS22L	0	0	0	0	0	0	0	0	0	0	0
MN1	0	0	0	0	0	0	0	0	0	0	0
MOB1B	0	0	0	0	1	0	0	0	0	0	0
MOB3C	0	0	0	0	0	0	0	0	0	0	1
MORC1	0	0	0	0	1	0	0	0	0	0	0
MRGPRE	0	0	0	0	0	0	0	0	0	0	0
MRPS26	0	0	0	1	0	0	0	0	0	0	0
MS4A5	0	0	0	0	0	0	0	0	0	0	0
MSH6	0	0	0	1	0	0	0	0	0	0	0
MST1	0	0	0	0	0	0	0	0	1	0	0
MT1G	0	0	0	1	0	0	0	0	0	0	0
MTA3	0	0	0	0	0	0	0	0	0	0	0
MTCL1	0	0	0	0	0	1	0	0	0	0	0
MTMR14	0	0	0	1	0	0	0	0	0	0	0
MTMR3	0	0	0	0	0	0	0	0	0	0	0
MTNR1A	0	0	0	0	0	0	0	0	0	0	0
MTO1	0	0	0	0	0	0	0	0	0	0	0
MTOR	0	1	0	0	0	0	0	0	0	0	0
MTSS1L	0	0	0	0	0	0	0	0	0	0	0
MTTP	0	0	0	1	0	0	0	0	0	0	0
MTUS1	0	0	0	0	0	0	0	0	0	0	0
MUC12	0	0	0	0	0	0	0	0	0	0	1
MUC13	0	0	0	0	0	0	0	0	0	0	0
MUC16	0	0	0	1	0	0	0	0	0	0	0
MUC17	0	0	0	1	0	0	0	0	0	0	0
MUC2	0	0	0	0	0	0	0	0	0	0	0
MUC21	0	0	0	0	0	0	0	0	0	0	0
MUC3A	0	0	0	1	0	0	0	0	0	0	0
MUC4	0	0	0	0	0	0	0	0	0	0	0
MUC5B	0	0	1	0	0	0	0	0	0	0	0
MUC6	0	0	0	0	0	0	0	0	0	0	0
MUL1	0	0	0	0	0	0	1	0	0	0	0
MX1	0	0	0	0	0	0	0	0	0	0	1
MYADM	0	0	0	0	1	0	0	0	0	0	0
MYBPC2	0	0	0	0	0	0	0	0	0	0	0
MYCBP2	0	0	0	1	0	0	0	0	1	0	0
MYCL	0	0	0	0	1	0	0	0	0	0	0
MYCT1	0	0	0	0	0	0	0	0	0	0	0
MYEOV	0	0	1	0	0	0	0	0	0	0	0
MYH11	0	0	0	1	1	0	0	0	0	0	0
MYH2	0	0	0	1	0	0	0	0	0	0	0
MYH3	0	0	0	0	0	0	0	0	0	0	0
MYH4	0	0	0	0	0	0	0	0	0	0	0
MYH7B	0	0	0	1	0	0	0	0	0	0	0
MYH8	0	0	0	0	0	0	0	0	0	0	0
MYL10	0	0	0	0	0	0	0	0	0	0	0
MYO15A	0	0	0	1	0	0	0	0	0	0	1
MYO18B	0	0	0	1	0	0	0	0	0	0	0
MYO3A	0	0	0	0	0	0	0	0	0	0	0
MYO3B	0	0	0	0	0	0	0	0	0	0	0
MYO6	0	0	0	0	0	0	0	0	0	0	0
MYO7A	0	0	0	1	0	0	0	0	0	0	0
MYO7B	0	0	0	1	0	0	0	0	0	0	0
MYO9A	0	0	0	0	0	0	0	0	1	0	0
MYO9B	0	0	0	0	0	0	0	0	0	0	0
MYOCD	0	0	0	0	0	0	0	0	1	0	0
MYT1	0	0	0	1	0	0	0	0	0	0	0
MYT1L	0	0	0	1	0	0	0	0	0	0	0
N4BP3	0	0	0	1	0	0	0	0	0	0	0
NAA35	0	0	0	0	0	0	0	0	1	0	0
NAGK	0	0	0	1	0	0	0	0	0	0	0
NALCN	0	0	0	0	1	0	0	0	0	0	0
NAP1L4	0	0	0	0	0	0	0	0	0	0	0
NARS	0	0	0	0	0	0	0	0	0	0	0
NASP	0	0	0	0	0	0	0	0	0	0	0
NAV3	0	0	0	1	0	0	0	0	0	0	0
NBAS	0	0	0	1	0	0	0	0	0	0	0
NBEAL1	0	0	0	0	0	0	0	0	0	0	1
NBPF3	0	0	0	0	0	0	0	0	0	0	0
NBPF8	0	0	0	0	0	0	0	0	0	0	1
NBPF9	0	0	0	0	0	0	0	0	0	0	0
NCAN	0	0	0	1	0	0	0	0	0	0	0
NCOR1	0	0	0	0	0	0	0	0	0	0	1
NCR3	0	0	0	1	0	0	0	0	0	0	0
NCR3LG1	0	0	0	1	0	0	0	0	0	0	0
NDST4	0	0	0	0	0	0	0	0	0	0	0
NDUFA10	0	0	0	0	0	0	0	0	0	0	0
NDUFA11	0	0	0	1	0	0	0	0	0	0	0
NDUFS7	0	0	0	0	0	0	0	0	1	0	0
NEB	0	0	0	1	0	0	0	0	1	0	0
NEDD4	0	0	0	1	0	0	0	0	0	0	0
NEFM	0	0	0	0	0	0	0	0	0	0	0
NEGR1	0	0	0	0	0	0	0	0	0	0	0
NEMF	0	0	0	0	0	0	0	0	0	0	0
NES	0	1	0	0	0	0	0	0	0	0	0
NETO1	0	0	0	0	0	0	0	0	0	0	0
NEU2	0	0	0	1	0	0	0	0	0	0	0
NFATC3	0	0	0	0	0	0	0	0	0	0	0
NFIC	0	0	1	0	0	0	0	0	0	0	0
NFKB1	0	0	0	0	0	0	0	0	0	0	0
NFU1	0	0	0	0	0	0	0	0	0	0	0
NFYC	0	0	0	1	0	0	0	0	0	0	0
NGEF	0	0	0	0	0	0	0	0	0	0	0
NIN	0	0	0	0	0	0	0	0	0	0	0
NIT2	0	0	0	0	0	0	0	0	0	0	0
NKX3-2	0	0	0	1	0	0	0	0	0	0	0
NLRC4	0	0	0	0	0	0	0	0	0	0	0
NLRP1	0	0	0	0	0	0	0	0	0	0	0
NLRP10	0	0	0	0	1	0	0	0	0	0	0
NLRP12	0	0	0	0	0	0	0	0	1	0	0
NLRP14	0	0	0	0	0	0	0	0	0	0	0
NLRP7	0	0	0	0	1	0	0	0	0	0	0
NNMT	0	0	1	0	0	0	0	0	0	0	0
NOBOX	0	0	0	0	0	0	0	0	0	0	1
NOL6	0	0	0	0	0	0	0	0	0	0	0
NOP14	0	0	0	0	0	0	0	0	0	0	0
NOS1	0	0	0	1	0	0	1	0	0	0	0
NOS2	0	0	0	0	0	0	0	0	0	0	0
NOS3	0	0	0	0	0	0	0	0	0	0	0
NOTCH3	0	0	1	0	0	0	0	0	0	0	0
NOTUM	0	0	0	1	0	0	0	0	0	0	0
NPAS2	0	0	0	0	0	0	0	0	0	0	0
NPAS3	0	0	0	0	0	0	0	0	0	0	0
NPAT	0	0	0	0	0	0	0	0	0	0	0
NPC1	0	0	0	1	0	0	0	0	0	0	0
NPC1L1	0	0	1	0	0	0	0	0	0	0	0
NPFFR1	0	0	0	0	0	0	0	0	0	0	0
NPHP4	0	0	0	1	0	0	0	0	0	0	0
NPLOC4	0	0	0	0	0	0	0	0	0	0	0
NPPB	0	0	0	0	0	0	0	0	0	0	0
NPR1	0	0	0	0	1	0	0	0	0	0	0
NPW	0	0	0	0	0	0	0	0	0	0	0
NPY1R	0	0	0	0	0	0	0	0	0	0	0
NR4A2	0	0	0	0	1	0	0	0	0	0	0
NR5A2	0	0	0	0	0	0	0	0	0	0	0
NRAS	0	1	0	0	0	0	1	0	0	0	0
NRG1	0	1	0	1	1	0	0	0	0	0	0
NRG2	0	0	0	1	0	0	0	0	0	0	0
NRP2	0	0	0	0	0	0	0	0	0	0	0
NRXN3	0	0	0	0	0	0	0	0	0	0	0
NSUN5	0	0	0	1	0	0	0	0	0	0	0
NT5DC2	0	0	0	0	0	0	0	0	0	0	0
NT5E	0	0	0	0	0	0	0	0	0	0	0
NTNG2	0	0	0	1	0	0	0	0	0	0	0
NTSR2	0	1	0	0	0	0	0	0	0	0	0
NUAK1	0	0	0	0	0	0	0	0	0	0	0
NUB1	0	0	0	1	0	0	0	0	0	0	0
NUDT14	0	0	0	1	0	0	0	0	0	0	0
NUGGC	0	0	0	0	0	0	0	0	0	0	0
NUMA1	0	0	0	0	0	0	0	0	0	0	1
NUP107	0	0	0	0	0	0	0	0	1	0	0
NUP188	0	0	1	0	0	0	0	0	0	0	0
NUP210	0	0	0	1	0	0	0	0	0	0	0
NXNL1	0	0	0	1	0	0	0	0	0	0	0
NXPE3	0	0	0	0	0	0	0	0	0	0	0
NYAP2	0	1	0	0	0	0	0	0	0	0	0
OBSCN	0	0	1	0	0	0	0	0	0	0	0
OCA2	0	1	0	0	0	0	0	0	0	0	0
OGFR	0	0	0	1	0	0	0	0	0	0	0
OIT3	0	0	0	0	0	0	0	0	0	0	0
OLFML2A	0	0	0	1	0	0	0	0	0	0	0
OLFML2B	0	0	0	0	1	0	0	0	0	0	0
OMG	0	0	0	0	0	0	0	0	1	0	0
ONECUT2	0	0	0	0	0	0	0	0	0	0	0
OPN1SW	0	0	0	0	0	0	0	0	0	0	0
OPN3	0	0	0	0	0	0	0	0	0	0	0
OR10A4	0	0	0	0	0	0	0	0	0	0	0
OR10H4	0	0	1	0	0	0	0	0	0	0	0
OR10H5	0	0	0	0	0	0	0	0	0	0	0
OR10J1	0	0	0	1	0	1	0	0	0	0	0
OR11H4	0	0	0	0	0	0	0	0	0	0	0
OR11L1	0	0	0	0	0	0	0	0	0	0	0
OR12D2	0	0	0	0	0	0	0	0	0	0	0
OR13A1	0	0	0	1	0	0	0	0	0	0	0
OR2T4	0	0	0	0	0	0	0	0	0	0	0
OR3A1	0	0	0	1	0	0	0	0	0	0	0
OR4A47	0	0	0	0	1	0	0	0	0	0	0
OR4C16	0	0	0	0	0	0	0	0	0	0	0
OR4K13	0	0	0	0	0	0	0	0	0	0	0
OR51B5	0	0	0	0	0	0	0	0	0	0	0
OR51B6	0	0	0	1	0	0	0	0	0	0	0
OR51G2	0	0	0	0	0	0	0	0	1	0	0
OR52K1	0	0	0	1	0	0	0	0	0	0	0
OR52K2	0	0	0	0	0	0	0	0	1	0	0
OR52M1	0	0	0	0	0	0	0	0	0	0	0
OR56B1	0	0	0	0	0	0	0	0	0	0	0
OR5B17	0	0	0	0	0	0	0	0	0	0	0
OR5B2	0	0	0	1	0	0	0	0	0	0	0
OR5D18	0	0	0	0	0	0	0	0	0	0	0
OR5M1	0	0	0	1	0	0	0	0	0	0	0
OR5M3	0	0	0	0	0	0	0	0	0	0	0
OR5T1	0	0	0	0	0	0	0	0	0	0	0
OR5W2	0	0	0	0	0	0	0	0	0	0	0
OR6B2	0	0	0	0	0	0	0	0	0	0	0
OR6C74	0	0	0	0	0	0	0	0	0	0	0
OR6K6	0	0	0	0	0	0	1	0	0	0	0
OR6N1	0	0	0	1	0	0	0	0	0	0	0
OR6Q1	0	0	0	0	0	0	0	0	0	0	0
OR8B3	0	0	0	0	0	0	0	0	0	0	0
OR8G5	0	0	0	0	0	0	0	0	0	0	0
OR8H2	1	0	0	0	0	0	0	0	0	0	0
OR8J1	0	0	0	0	0	0	0	0	1	0	0
OR8K1	0	0	0	0	0	0	0	0	0	0	1
OR9G4	0	0	0	0	1	0	0	0	0	0	0
OR9Q1	0	0	0	1	0	0	0	0	0	0	0
OR9Q2	0	0	0	1	0	0	0	0	0	0	0
OSBPL10	0	0	1	0	0	0	0	0	0	0	0
OSBPL11	0	0	0	1	0	0	0	0	0	0	0
OSCAR	0	0	1	0	0	0	0	0	0	0	0
OSR2	0	0	0	0	0	0	0	0	0	0	0
OTOG	0	0	0	1	1	0	0	0	0	0	0
OTUD4	0	0	0	0	0	0	0	0	0	0	0
OTUD7A	0	0	0	0	0	0	0	0	0	0	0
OTX1	0	0	0	0	0	0	0	0	0	0	0
OVOL3	0	0	0	1	0	0	0	0	0	0	0
OXLD1	0	0	0	0	0	0	0	0	1	0	0
OXNAD1	0	0	0	0	0	0	0	0	1	0	0
P2RY14	0	0	0	1	0	0	0	0	0	0	0
PABPC4	0	1	0	0	0	0	0	0	0	0	0
PABPC4L	0	0	0	1	0	0	0	0	0	0	0
PADI3	0	0	0	0	0	1	0	0	0	0	0
PAK7	0	0	0	0	0	0	0	0	0	0	0
PALD1	0	0	0	0	0	0	0	0	0	0	0
PALM2	0	0	0	0	0	0	0	0	1	0	0
PAM	0	0	0	0	0	0	0	0	0	0	0
PANO	0	0	0	1	0	0	0	0	0	0	0
PAPL	0	0	0	0	0	0	0	0	0	0	1
PAPLN	0	0	0	0	0	0	0	0	0	0	0
PAPOLB	0	0	0	1	0	0	0	0	0	0	0
PAPPA	0	0	0	1	0	0	0	0	0	0	0
PAPPA2	0	0	0	0	0	0	0	1	0	0	0
PAQR4	0	0	0	0	0	0	0	0	0	0	0
PARP12	0	0	0	1	0	0	0	0	0	0	0
PARP15	0	1	0	0	0	0	0	0	0	0	0
PARP4	0	0	0	0	0	0	0	0	0	0	1
PARS2	0	0	0	1	0	0	0	0	0	0	0
PAXIP1	0	0	0	1	0	0	0	0	0	0	0
PBRM1	0	0	0	1	0	0	0	0	0	0	0
PC	0	1	0	0	0	0	0	0	0	0	0
PCBP1	0	1	0	0	0	0	0	0	0	0	0
PCBP3	0	0	0	1	0	0	0	0	0	0	0
PCDH1	0	0	0	1	0	0	0	0	0	0	0
PCDH10	0	0	0	1	0	0	0	0	0	0	0
PCDH18	0	0	0	0	0	0	0	0	0	0	0
PCDH20	0	0	0	1	0	0	0	0	0	0	0
PCDH7	0	0	0	0	0	0	0	0	0	0	0
PCDH8	0	0	0	0	1	0	0	0	0	0	0
PCDH9	0	0	0	1	0	0	0	0	0	0	0
PCDHA12	0	0	0	1	0	0	0	0	0	0	0
PCDHA13	0	0	1	0	0	0	0	0	0	0	0
PCDHA2	0	0	1	1	0	0	0	0	0	0	0
PCDHA4	0	0	0	0	0	0	0	0	0	0	0
PCDHA5	0	0	0	0	0	0	0	0	0	0	0
PCDHA6	1	0	0	0	0	0	0	0	0	0	0
PCDHA7	0	0	0	1	0	0	0	0	0	0	0
PCDHA8	0	0	0	0	0	0	0	0	0	0	0
PCDHB12	0	0	0	0	0	0	0	0	0	0	0
PCDHB15	0	0	0	0	0	0	0	0	0	0	0
PCDHB2	0	0	0	1	0	0	0	0	0	0	0
PCDHB3	0	0	1	1	0	0	0	0	0	0	0
PCDHB5	0	0	0	0	0	0	0	0	0	0	0
PCDHB6	0	0	0	0	0	0	0	0	0	0	0
PCDHGA11	0	0	0	1	0	0	0	0	0	0	0
PCDHGA2	0	0	0	0	0	0	0	0	0	0	1
PCDHGA6	0	0	0	0	0	0	0	0	0	0	0
PCDHGA7	0	0	0	0	0	0	0	0	0	0	0
PCDHGB3	0	0	0	0	0	0	0	0	0	0	1
PCDHGC3	0	0	1	0	0	0	0	0	0	0	0
PCF11	0	0	0	0	0	0	0	0	0	0	1
PCIF1	0	0	0	0	0	0	0	0	0	0	0
PCK1	0	0	0	0	0	0	0	0	0	0	0
PCK2	0	0	0	1	0	0	0	0	0	0	0
PCLO	0	0	0	0	0	0	0	0	0	0	0
PCM1	0	0	0	0	0	0	0	0	0	0	0
PCNXL3	0	0	0	1	0	0	0	0	0	0	0
PDCD6IP	0	0	0	0	0	0	0	0	0	0	0
PDE11A	0	0	0	1	0	0	0	0	0	0	0
PDE3A	0	0	0	0	0	0	0	0	0	0	0
PDE6A	0	0	0	1	0	0	0	0	0	0	0
PDIA3	0	0	0	0	0	0	0	0	0	0	0
PDIA4	0	0	0	0	0	0	0	0	0	0	0
PDILT	0	0	0	0	0	0	0	0	0	0	0
PDP1	0	0	0	0	1	0	0	0	0	0	0
PDZRN3	0	0	0	0	0	0	0	0	0	0	0
PDZRN4	0	0	0	1	0	0	0	0	0	0	0
PEAR1	0	0	0	0	0	0	0	0	0	0	0
PEG3	0	0	0	1	0	0	0	0	0	0	0
PEPD	0	0	0	1	0	0	0	0	0	0	0
PEX1	0	0	0	1	0	0	0	0	0	0	0
PEX11A	0	0	0	0	0	0	0	0	0	0	0
PFKFB3	0	0	0	0	1	0	0	0	0	0	0
PGK2	1	0	0	0	0	0	0	0	0	0	0
PGR	0	0	0	0	0	0	0	0	0	0	0
PHACTR3	0	0	0	0	0	0	0	0	0	0	0
PHF20	0	0	0	0	0	0	0	0	0	0	0
PHF20L1	0	0	0	0	0	0	0	0	0	0	0
PHF23	0	0	0	0	0	1	0	0	0	0	0
PHF7	0	0	0	0	0	0	0	0	0	0	0
PHOSPHO1	0	0	0	0	0	0	0	0	0	0	0
PHTF1	0	0	0	0	0	0	0	0	0	0	0
PI4K2B	0	0	1	0	0	0	0	0	0	0	0
PIANP	0	0	0	0	0	0	0	0	0	0	0
PIAS1	0	0	0	0	0	0	0	0	0	0	0
PIK3AP1	0	0	0	1	0	0	0	0	0	0	0
PIK3C2A	0	0	0	0	0	0	0	0	1	0	0
PIK3C2G	0	0	0	1	0	0	0	0	0	0	0
PIK3CA	0	0	0	1	0	1	0	0	0	0	0
PIK3CG	0	0	0	0	0	0	0	0	0	0	0
PIK3R5	0	0	0	1	0	0	0	0	0	0	0
PKD1	0	0	0	1	0	0	0	0	0	0	0
PKD1L2	0	1	0	0	0	0	0	0	0	0	0
PKHD1	0	0	0	1	0	0	0	0	0	0	0
PKHD1L1	0	0	0	0	0	0	0	0	0	0	1
PKP1	0	0	0	0	0	0	0	0	0	0	1
PKP3	0	0	0	1	0	0	0	0	0	0	0
PLA2G2F	0	0	0	1	0	0	0	0	0	0	0
PLA2G4A	0	0	0	0	0	0	0	0	0	0	0
PLAG1	0	0	0	1	0	0	0	0	0	0	0
PLAU	0	0	0	0	1	0	0	0	0	0	0
PLAUR	0	0	0	1	0	0	0	0	0	0	0
PLCB1	0	0	0	0	0	0	0	0	0	0	0
PLCH2	0	0	0	0	0	0	0	0	0	0	0
PLCZ1	0	0	0	0	0	0	0	0	0	0	1
PLEC	0	0	0	1	0	0	0	0	0	0	0
PLEKHA3	0	0	0	0	0	0	0	0	0	0	0
PLEKHF1	0	0	0	1	0	0	0	0	0	0	0
PLEKHG5	0	0	0	1	0	0	0	0	0	0	0
PLEKHH1	0	0	0	0	0	0	0	0	0	0	1
PLEKHH2	0	0	0	0	0	0	0	0	0	0	1
PLEKHM1	0	0	0	0	0	0	0	0	1	0	0
PLEKHM2	0	0	0	1	0	0	0	0	0	0	0
PLEKHO1	0	0	0	1	0	0	0	0	0	0	0
PLIN4	0	0	0	0	0	0	0	0	0	0	0
PLK4	0	0	0	0	0	0	0	0	0	0	0
PLXDC2	0	0	0	0	0	0	0	0	0	0	0
PLXNB1	0	1	0	0	0	0	0	0	0	0	0
PMVK	0	0	0	1	0	0	0	0	0	0	0
PNKD	0	0	0	0	0	0	0	0	0	0	0
PNKP	0	0	0	0	0	0	0	0	0	0	1
PNLDC1	0	0	0	0	0	0	0	0	0	0	0
PNMA1	0	1	0	0	0	0	0	0	0	0	0
PNPLA1	0	0	0	0	0	0	0	0	1	0	0
PNPLA6	0	0	0	0	0	1	0	0	0	0	0
PODXL	0	0	0	0	0	0	0	0	1	0	0
POGZ	0	0	0	0	0	0	0	0	0	0	0
POLDIP3	0	0	0	1	0	0	0	0	0	0	0
POLE	0	0	0	0	0	0	0	0	0	0	0
POLQ	0	0	0	1	0	0	0	0	0	0	0
POLR1B	0	0	0	0	0	0	1	0	0	0	0
POLR3C	0	0	0	1	0	0	0	0	0	0	0
POLRMT	0	0	0	1	0	0	0	0	0	0	0
POM121L12	0	0	0	0	0	0	0	0	0	0	1
POMT2	0	0	0	0	0	0	0	0	0	0	0
POTEA	0	0	0	0	0	0	0	0	0	0	1
POU5F1B	0	0	0	0	0	0	0	0	0	0	0
PPA1	0	0	0	0	0	0	0	0	0	0	0
PPARGC1B	0	0	0	1	0	0	0	0	0	0	0
PPFIA4	0	1	0	0	0	0	0	0	0	0	0
PPIG	0	0	0	1	0	0	0	0	0	0	0
PPIH	0	0	0	0	0	0	0	0	0	0	0
PPIP5K2	0	0	0	0	0	0	0	0	0	0	0
PPP1R32	0	0	0	0	0	0	0	0	0	0	0
PPP1R9A	0	0	0	0	0	0	0	0	0	0	1
PPP2R2C	0	0	0	0	1	0	0	0	0	0	0
PPP2R3C	0	0	0	0	0	0	0	0	0	0	0
PPP2R4	0	0	0	1	0	0	0	0	0	0	0
PPP6R2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF2	0	0	0	1	0	0	0	0	0	0	0
